        0    0.3705  0.006545         1       0.3  0.071429       0.1   0.09125         1         1  0.071942         1       0.3     0.156         0         1 
        0   0.62115   0.37972         1       0.3   0.28571       0.3   0.14063         0         0         0         1       0.3    0.0705         0         0 
        0   0.75295         0         0       0.6  0.071429       0.2   0.59125         1         0         0         1       0.3       0.1         1         0 
        0   0.61626  0.053571         1       0.3   0.64286       0.1   0.28625         1         0         0         0       0.9         0         0         1 
        1   0.39209     0.119         1       0.3       0.5       0.2 0.0078125         0         1  0.014388         1       0.3     0.136         1         0 
        1   0.55511      0.25         1       0.3   0.21429       0.1   0.84375         1         0         0         1       0.3      0.49         0         0 
        0   0.42679  0.056607         1       0.3   0.21429       0.2   0.26018         1         0         0         1       0.3         0         0         1 
        0   0.45568  0.066045         1       0.3   0.14286       0.1    0.1875         1         1    0.1295         0       0.3     0.125         1         1 
        0   0.26504   0.42244         0       0.6   0.92857       0.1 0.0078125         1         0         0         0       0.3      0.06         1         0 
        0   0.39683  0.067295         0       0.6   0.92857       0.1     0.125         1         1  0.043165         1       0.3     0.185         1         1 
        0   0.29381    0.4177         1       0.3   0.64286       0.1   0.09375         0         0         0         0       0.3     0.054         1         0 
        0         1   0.12333         1       0.3   0.58333       0.1         1         1         0         0         0       0.9   0.34483         0         0 
        0   0.46403   0.17003         1       0.3  0.071429       0.1  0.015625         0         0         0         1       0.3     0.186         1         0 
        1   0.35007   0.02142         0       0.6   0.28571       0.3   0.28125         0         0         0         0       0.3       0.1         1         0 
        0   0.61986  0.034708         0       0.6  0.071429       0.1  0.023438         1         1   0.11511         1       0.3      0.15         1         1 
        0   0.63273   0.88889         0       0.6   0.53846       0.1 0.0078125         0         0         0         1       0.9  0.068966         0         0 
        0   0.27813  0.056958         1       0.3   0.64286       0.1    0.0625         1         0         0         1       0.3      0.03         1         1 
        0   0.24576   0.20562         0       0.6  0.071429       0.1    0.0025         0         0         0         0       0.3      0.07         1         0 
        0    0.5695   0.37972         1       0.3   0.71429       0.1   0.53906         1         1  0.086331         1       0.3     0.035         0         1 
        1   0.25022   0.20982         1       0.3  0.071429       0.1         0         0         0         0         0       0.3         0         0         0 
        0   0.33209         0         1       0.3   0.42857       0.1    0.0625         0         1   0.15827         0       0.9         0         0         0 
        0   0.23741         0         1       0.3  0.071429       0.1  0.010313         0         0         0         0       0.3     0.066         0         0 
        1   0.35971    0.1785         1       0.3   0.78571       0.2     0.065         1         0         0         1       0.3      0.08         1         1 
        1   0.30841   0.38393         1       0.3   0.64286       0.2  0.064386         1         1   0.23676         0       0.3         0         1         1 
        0   0.28777         0         1       0.3   0.14286       0.1   0.03125         0         0         0         0       0.3     0.072         0         0 
        1   0.45928  0.049583         1       0.3         1       0.8      0.19         0         1  0.028777         1       0.3       0.1         1         0 
        0   0.95661    0.1329         1       0.3         1       0.8         0         1         0         0         1       0.3         0         0         1 
        0   0.34098  0.056958         0       0.6   0.42857       0.2   0.04386         0         0         0         1       0.3         0         1         0 
        0   0.39813         1         1       0.3   0.71429       0.1   0.35938         1         0         0         1       0.3    0.2435         1         1 
        1   0.45683  0.014875         0       0.6   0.35714       0.4         0         0         0         0         0       0.3      0.08         1         0 
        0   0.52273   0.24682         0       0.6   0.71429       0.1 0.0053125         1         1  0.014388         0       0.3     0.025         1         1 
        0   0.27942   0.09645         1       0.3   0.71429       0.2   0.09125         1         1   0.10072         0       0.3      0.04         1         1 
        0   0.47727  0.013288         0       0.6  0.071429       0.2    0.1275         1         1  0.014388         1       0.3      0.09         1         1 
        0   0.36806   0.06783         1       0.3   0.42857       0.2   0.21875         0         0         0         1       0.3      0.17         0         0 
        0   0.40821  0.028479         1       0.3  0.071429       0.1   0.24561         1         1   0.20847         0       0.3         0         1         1 
        0   0.35612    0.1329         1       0.3       0.5       0.1    0.0625         0         0         0         1       0.3      0.06         1         0 
        1   0.87165   0.25309         1       0.3   0.64286       0.1      0.55         1         0         0         1       0.3    0.0105         1         1 
        0   0.33453  0.043038         1       0.3  0.071429       0.3  0.015625         1         0         0         1       0.3      0.08         0         1 
        0   0.46647   0.38447         0       0.6   0.42857       0.8         0         0         0         0         0       0.3      0.06         0         0 
        0   0.40532     0.119         0       0.6   0.42857       0.1 0.0053125         0         0         0         0       0.3     0.108         1         0 
        0   0.23137         1         1       0.3  0.071429       0.1   0.10938         1         1  0.071942         1       0.3     0.176         1         1 
        1   0.35612         0         1       0.3   0.92857       0.1   0.09375         1         1   0.17266         1       0.3      0.06         1         1 
        1   0.48446   0.02975         1       0.3   0.21429       0.1  0.023438         0         0         0         0       0.3      0.15         1         1 
        0   0.40532   0.71896         1       0.3   0.92857       0.1    0.0025         0         0         0         0       0.3      0.13         1         0 
        1   0.42446  0.067295         1       0.3   0.42857       0.1   0.03375         1         1  0.057554         0       0.3      0.19         1         1 
        0   0.45209  0.088665         1       0.3  0.071429       0.1   0.03125         1         0         0         0       0.3      0.06         0         0 
        1    0.6823  0.046658         1       0.3   0.85714       0.3   0.40625         1         1  0.086331         0       0.3    0.1875         1         1 
        0   0.49036   0.46271         0       0.6       0.5       0.3    0.0025         1         1  0.014388         1       0.3      0.14         1         1 
        0   0.30691         0         1       0.3   0.92857       0.1  0.088438         1         1  0.014388         0       0.3      0.04         1         1 
        1   0.23137   0.40817         1       0.3         1       0.8         0         0         1  0.014388         0       0.3      0.08         1         0 
        0   0.42561   0.19833         1       0.3   0.71429       0.1   0.46875         1         1  0.028777         1       0.3     0.165         0         1 
        0   0.46517   0.18304         1       0.3   0.21429       0.1 0.0057895         0         0         0         1       0.3         0         1         0 
        0   0.28972  0.035714         1       0.3   0.64286       0.1  0.083333         1         1  0.037383         1       0.3         0         1         1 
        0   0.45799   0.21429         1       0.3   0.92857       0.1   0.46875         1         0         0         1       0.3    0.2615         0         0 
        1   0.43826   0.53571         1       0.3         1       0.8         0         0         1  0.074766         0       0.3         0         1         0 
        1   0.25784 0.0030378         1       0.3  0.071429       0.1   0.10938         0         1  0.014388         1       0.3      0.04         1         0 
        1   0.35252  0.006545         0       0.6         1       0.8   0.03125         1         1  0.043165         0       0.3      0.09         1         0 
        1   0.33453   0.48415         1       0.3   0.64286       0.1   0.19812         1         1   0.14388         0       0.3      0.06         1         1 
        1   0.27223   0.51585         0       0.6  0.071429       0.1    0.0625         1         1  0.057554         1       0.3      0.04         1         1 
        0   0.53957     0.119         0       0.6  0.071429       0.3  0.015625         1         0         0         1       0.3     0.082         1         0 
        0   0.48446    0.2975         1       0.3  0.071429       0.1   0.09375         0         0         0         0       0.6   0.10345         0         0 
        0   0.53957  0.066451         1       0.3   0.85714       0.1    0.0025         0         0         0         0       0.3      0.06         1         0 
        0   0.78302  0.023205         0       0.6   0.42857       0.2    0.2475         1         0         0         0       0.3      0.09         1         1 
        0   0.32374  0.023205         0       0.6   0.42857       0.1 0.0078125         0         0         0         0       0.3       0.1         1         0 
        0   0.39664   0.14286         0       0.6       0.5       0.1 0.0014035         0         0         0         0       0.3         0         0         0 
        0   0.59597    0.2125         1       0.3   0.64286       0.2    0.3125         1         1  0.086331         1       0.3     0.235         0         1 
        0   0.46158  0.075945         0       0.6   0.21429       0.1   0.09375         0         0         0         1       0.3      0.06         0         0 
        0   0.51439  0.099167         1       0.3   0.71429       0.1 0.0078125         0         1  0.028777         0       0.3      0.11         1         0 
        0   0.70748   0.19833         1       0.3         1       0.8  0.018125         0         0         0         0       0.3       0.1         1         0 
        0   0.31899   0.19138         0       0.6         1       0.8         0         0         0         0         0       0.3      0.05         0         0 
        0    0.2899   0.26581         1       0.3   0.92857       0.1 0.0029825         0         0         0         0       0.3         0         0         0 
        0   0.80576   0.18986         1       0.3   0.42857       0.2       0.5         1         0         0         1       0.3     0.012         1         1 
        1   0.82129  0.044625         1       0.3   0.28571       0.3    0.0625         1         0         0         1       0.3     0.126         1         0 
        1   0.35971     0.075         1       0.3   0.21429       0.2   0.21875         1         1  0.086331         0       0.3       0.2         1         1 
        0   0.52927   0.19741         1       0.3  0.083333       0.1  0.046512         0         0         0         1       0.9   0.24138         0         0 
        0    0.3105     0.119         0       0.6   0.21429       0.1  0.041563         0         0         0         0       0.3      0.08         0         0 
        0   0.52763   0.15867         0       0.6   0.42857       0.1  0.015625         1         1   0.14388         1       0.3      0.16         0         1 
        0   0.32619  0.064933         0       0.6   0.71429       0.1   0.19281         1         1  0.086331         0       0.3      0.04         0         1 
        0   0.55036   0.49583         0       0.6   0.42857       0.1 0.0078125         0         0         0         0       0.3      0.08         0         0 
        1   0.35252   0.37972         0       0.6  0.071429       0.1         0         0         0         0         0       0.3      0.06         0         0 
        1   0.37655   0.16204         1       0.3   0.35714       0.4         0         0         0         0         1       0.3     0.138         1         0 
        0    0.3154   0.10094         1       0.3  0.071429       0.1 0.0078125         0         0         0         0       0.3      0.18         0         0 
        0   0.70788  0.029998         1       0.3  0.071429       0.2  0.092105         1         1   0.14332         1       0.3         0         1         1 
        0   0.37655   0.28954         1       0.3   0.21429       0.1  0.072813         0         0         0         0       0.3      0.05         0         0 
        0   0.45928   0.19833         1       0.3   0.21429       0.2    0.3775         1         1  0.043165         0       0.3    0.1555         1         1 
        0   0.28777   0.51263         0       0.6   0.42857       0.1 0.0078125         0         0         0         0       0.3      0.07         1         0 
        0   0.78532    0.4177         1       0.3         1       0.8   0.90094         1         1   0.15827         1       0.3     0.015         1         1 
        0   0.32734   0.15341         1       0.3   0.64286       0.1   0.15625         1         1   0.10072         1       0.3      0.05         1         1 
        0   0.47237         0         1       0.3   0.21429       0.2   0.17188         1         1  0.086331         0       0.3      0.08         1         1 
        0   0.50245    0.1075         1       0.3   0.71429       0.1         0         1         0         0         1       0.3    0.1195         1         1 
        1   0.27094         0         0       0.6  0.071429       0.2    0.1875         1         0         0         0       0.3      0.12         0         1 
        0   0.68404   0.46516         1       0.3   0.42857       0.1    0.2207         1         1   0.19544         0       0.3         0         1         1 
        0   0.43281   0.25631         0       0.6   0.28571       0.3   0.03125         1         1   0.14388         1       0.3     0.066         1         0 
        1   0.37525  0.099167         1       0.3   0.92857       0.1  0.088438         1         0         0         0       0.3      0.08         1         1 
        0   0.30331  0.034708         0       0.6   0.85714       0.2  0.078125         0         0         0         0       0.3      0.13         0         0 
        0   0.91122   0.45617         1       0.3  0.071429       0.1  0.036562         1         1  0.043165         1       0.3      0.09         0         0 
        0    0.3046   0.15867         0       0.6  0.071429       0.2  0.015625         0         0         0         0       0.3      0.14         1         0 
        1   0.41433   0.52821         0       0.6  0.071429       0.1  0.087719         0         0         0         1       0.3         0         1         0 
        0   0.85856   0.02975         1       0.3   0.64286       0.1 0.0078125         1         0         0         1       0.3      0.13         0         1 
        0   0.33209   0.45567         1       0.3         1       0.8 0.0053125         0         0         0         1       0.3      0.05         1         0 
        0   0.84288      0.19         1       0.3  0.071429       0.1   0.15094         0         0         0         1       0.3      0.16         0         0 
        0         1  0.002963         1       0.3         1       0.3         1         0         0         0         0       0.9         1         0         0 
        0    0.4305   0.21817         1       0.3  0.071429       0.2   0.27094         1         0         0         0       0.3      0.13         1         1 
        0   0.42561    0.0415         1       0.3       0.5       0.1     0.125         0         1  0.014388         1       0.3      0.23         1         0 
        0         1  0.092593         1       0.3   0.53846       0.1         1         1         0         0         0       0.9  0.094828         0         1 
        1      0.44   0.22783         1       0.3   0.64286       0.2 0.0053125         0         1   0.17266         1       0.3    0.0645         1         0 
        0   0.46518   0.37683         1       0.3  0.071429       0.1  0.078125         0         0         0         1       0.3      0.14         0         0 
        0   0.61151   0.10442         0       0.6   0.71429       0.1   0.19781         1         0         0         1       0.3     0.026         1         1 
        0    0.3177   0.36548         1       0.3   0.42857       0.1  0.099062         0         0         0         1       0.3      0.05         1         0 
        1   0.43165 0.0077843         1       0.3   0.85714       0.7   0.14063         1         1  0.071942         1       0.3    0.0495         1         1 
        0   0.38489   0.08092         0       0.6  0.071429       0.3   0.15625         0         0         0         0       0.3       0.1         1         0 
