0	0.288722741	0	1	0.3	0.214285714	0.1	0.002982456	1	0	0	0	0.3	0	0	1
0	0.515015576	0	1	0.3	0.071428571	0.3	0.526315789	1	0	0	0	0.3	0	0	1
1	0.552398754	0	1	0.3	0.071428571	0.1	0.087719298	1	0	0	0	0.3	0	0	1
1	0.650093458	0	0	0.6	1	0.8	0	0	0	0	0	0.3	0	0	0
0	0.201495327	0.200892857	1	0.3	0.071428571	0.1	0.001403509	0	0	0	0	0.3	0	0	1
0	0.396635514	0.142857143	0	0.6	0.5	0.1	0.001403509	0	0	0	0	0.3	0	0	0
0	0.640747664	0.037142857	1	0.3	0.785714286	0.2	0.001403509	1	0	0	0	0.3	0	1	1
0	0.272024922	0.41375	1	0.3	0.142857143	0.2	0.023333333	1	0	0	1	0.3	0	0	1
0	0.326105919	0.017857143	1	0.3	0.285714286	0.3	0	1	0	0	1	0.3	0	0	1
0	0.594018692	0.175535714	1	0.3	0.071428571	0.3	0.526315789	1	1	0.249221184	0	0.3	0	1	1
0	0.257570093	0.029642857	1	0.3	0.071428571	0.1	0.004385965	0	0	0	0	0.3	0	1	0
1	0.300062305	0.065535714	1	0.3	0.642857143	0.2	0.043859649	1	1	0.012461059	0	0.3	0	1	1
1	0.254454829	0.214285714	1	0.3	0.642857143	0.1	0.055614035	1	1	0.012461059	0	0.3	0	0	1
1	0.445482866	0.215714286	1	0.3	0.928571429	0.1	0.026315789	1	1	0.049844237	0	0.3	0	1	1
1	0.448598131	0.375	1	0.3	0.071428571	0.1	0.070175439	1	1	0.137071651	0	0.3	0	1	1
1	0.515015576	0.157678571	1	0.3	0.285714286	0.3	0.078947368	1	0	0	1	0.3	0	1	1
0	0.333333333	0.03125	1	0.3	0.785714286	0.2	0.043859649	1	0	0	0	0.3	0	1	1
1	0.250218069	0.209821429	1	0.3	0.071428571	0.1	0	0	0	0	0	0.3	0	0	0
0	0.513021807	0.008928571	0	0.6	0.714285714	0.1	0.00877193	0	0	0	0	0.3	0	1	0
1	0.600249221	0.306607143	1	0.3	0.285714286	0.9	0.011754386	0	0	0	0	0.3	0	1	0
1	0.379065421	0.401785714	1	0.3	0.714285714	0.2	0.001403509	0	1	0.037383178	0	0.3	0	1	0
0	0.289719626	0.035714286	1	0.3	0.642857143	0.1	0.083333333	1	1	0.037383178	1	0.3	0	1	1
0	0.358255452	0.285714286	0	0.6	0.071428571	0.1	0.052631579	1	0	0	1	0.3	0	1	0
0	0.408099688	0.517857143	1	0.3	0.214285714	0.2	0.192982456	1	1	0.037383178	1	0.3	0	0	1
0	0.653208723	0.232142857	1	0.3	0.142857143	0.1	0.131578947	0	0	0	1	0.3	0	1	0
1	0.412211838	0.020892857	1	0.3	0.142857143	0.1	0.018947368	0	0	0	1	0.3	0	0	0
0	0.492211838	0.464285714	1	0.3	0.071428571	0.1	0.052631579	0	0	0	0	0.3	0	1	0
1	0.484984424	0.660714286	1	0.3	0.928571429	0.1	0.00877193	0	0	0	0	0.3	0	1	0
0	0.548286604	0.303571429	1	0.3	0.5	0.1	0.061403509	1	1	0.024922118	1	0.3	0	1	1
1	0.717507788	0.037142857	1	0.3	1	0.8	0.228070175	0	1	0.012461059	0	0.3	0	1	0
1	0.414330218	0.528214286	0	0.6	0.071428571	0.1	0.087719298	0	0	0	1	0.3	0	1	0
0	0.282492212	0.349642857	0	0.6	0.071428571	0.2	0.090701754	1	0	0	0	0.3	0	0	1
0	0.449595016	0.270892857	1	0.3	1	0.8	0	0	0	0	0	0.3	0	1	0
0	0.46517134	0.183035714	1	0.3	0.214285714	0.1	0.005789474	0	0	0	1	0.3	0	1	0
1	0.308411215	0.383928571	1	0.3	0.642857143	0.2	0.064385965	1	1	0.236760125	0	0.3	0	1	1
0	0.31364486	0.053571429	1	0.3	0.071428571	0.1	0.043859649	0	1	0.012461059	0	0.3	0	1	0
0	0.426791277	0.056607143	1	0.3	0.214285714	0.2	0.260175439	1	0	0	1	0.3	0	0	1
0	0.53271028	0.419642857	1	0.3	0.285714286	0.3	0.035087719	1	0	0	0	0.3	0	1	0
0	0.199376947	0.020892857	1	0.3	0.714285714	0.1	0.002982456	0	1	0.012461059	0	0.3	0	1	0
0	0.436137072	0.33625	1	0.3	0.071428571	0.2	0.290877193	0	0	0	1	0.3	0	0	0
0	0.31364486	0.3275	1	0.3	0.214285714	0.1	0.021929825	1	1	0.087227414	0	0.3	0	1	1
1	0.438255452	0.535714286	1	0.3	1	0.8	0	0	1	0.074766355	0	0.3	0	1	0
1	0.708161994	0.050535714	0	0.6	1	0.8	0.175438596	0	0	0	1	0.3	0	1	0
1	0.412211838	0.496964286	1	0.3	0.642857143	0.2	0.057017544	1	1	0.024922118	0	0.3	0	0	1
0	0.232647975	1	1	0.3	0.642857143	0.1	0.013157895	1	1	0.024922118	0	0.3	0	1	0
1	0.262679128	0.256312892	0	0.6	1	0.8	0	0	0	0	0	0.3	0	0	0
0	0.435140187	0.077463452	1	0.3	0.785714286	0.2	0.263157895	1	1	0.074766355	1	0.3	0	1	1
0	0.451713396	0.16935637	1	0.3	0.071428571	0.3	0.087719298	1	1	0.074766355	0	0.3	0	1	1
0	0.485981308	0.058477312	1	0.3	0.214285714	0.1	0.122807018	1	1	0.124610592	1	0.3	0	0	1
0	0.505669782	0.025251566	1	0.3	0.071428571	0.1	0.175438596	1	1	0.087227414	0	0.3	0	1	1
1	0.759127726	0.01898614	1	0.3	0.928571429	0.1	0.140350877	1	1	0.049844237	0	0.3	0	1	1
1	0.457943925	0.03797228	1	0.3	0.857142857	0.1	0.175438596	1	0	0	1	0.3	0	1	1
0	0.84423676	0.077463452	1	0.3	0.857142857	0.6	0.456140351	1	1	0.012461059	1	0.3	0	0	1
0	1	0.094930701	1	0.3	1	0.9	0.018947368	1	0	0	0	0.3	0	1	0
0	0.327947883	0.113916841	1	0.3	0.071428571	0.1	0.035087719	1	1	0.039087948	0	0.3	0	0	1
1	0.498371336	0.441427758	1	0.3	0.428571429	0.1	0.035087719	1	0	0	1	0.3	0	0	1
0	0.626449511	0	1	0.3	0.428571429	0.1	0.001403509	0	0	0	0	0.3	0	1	1
1	0.397394137	0.01898614	1	0.3	0.071428571	0.3	0.140350877	1	1	0.091205212	1	0.3	0	1	1
0	0.521172638	0.170875261	1	0.3	0.928571429	0.3	0.122807018	1	1	0.013029316	0	0.3	0	1	1
0	0.616677524	0.113916841	1	0.3	0.071428571	0.1	0.035087719	0	0	0	1	0.3	0	1	0
0	0.684039088	0.465160433	1	0.3	0.428571429	0.1	0.220701754	1	1	0.195439739	0	0.3	0	1	1
1	0.575504886	0.61382191	1	0.3	0.642857143	0.1	0.25877193	1	1	0.039087948	1	0.3	0	0	1
0	0.707882736	0.029998101	1	0.3	0.071428571	0.2	0.092105263	1	1	0.143322476	1	0.3	0	1	1
